"","ResponseId","lotterySwitchPoint","lotteryRational","lotteryMultiSwitch","maskEff","prayEff","washHandsEff","seeDrSickEff","seeDrExposedEff","avoidPublicEff","avoidHighRiskEff","avoidHospitalsEff","avoidRestaurantsEff","avoidAirTravelEff","avoidParksEff","avoidIndoorSocialEff","avoidOutdoorSocialEff","closeSchoolsEff","stay6ftEff","unsureEfficacyCount","avgEfficacy","riskReducingEfficacyIndex","bars","indoorDining","outdoorDining","takeout","groceryStore","party10","party50","indoorGym","visitFriendsHouse","hostVisitors","contactNonHousehold","outdoorGym","state","trumpPercent","tightness","rural","StartDate","EndDate","parent","duplicatedIPAddress","completionTime","regionCode_raw","region","zip","invalidResponse","date","pastWeekCases","pastWeekDeaths","pop","pastWeekCasesPC","pastWeekDeathsPC","popDensity","division","socialPeople","socialFreq","socialMask","socialDistancing","socialOutdoors","compareToAvg","groceryRisk","gather10Risk","gather50Risk","hospitalRisk","indoorDiningNoDistancingRisk","indoorDiningDistancingRisk","outdoorDiningNoDistancingRisk","outdoorDiningDistancingRisk","takeoutRisk","homeVisitRisk","packageRisk","playgroundRisk","homeSurfacesRisk","householdRisk","indoorGymRisk","outsideWalkRisk","greenSpaceRisk","beachRisk","campingRisk","stateParkRisk","runningRisk","babysitterRisk","schoolRisk","riskPerceptionBehaviorIndex","likelihoodCovid","likelihoodFatalCovid","worriedCOVID","barsW","indoorDiningW","outdoorDiningW","takeoutW","groceryW","visitFriendsHouseW","hostVisitorsW","party10W","party50W","indoorGymW","socialExposureIndex","socialRiskReductionIndex","washHands","postponedWorkTravel","postponedVacationTravel","postponedWorkSchoolActivities","postponedSocialActivities","visitedDoctor","postponedDoctor","stockpiledFoodWater","avoidedHighRiskPeople","avoidedPublicSpaces","prayed","avoidedRestaurants","stockpiledHandSanitizer","workedHome","wornMask","stockpiledMeds","socializedOutdoors","avoidedSchoolDaycare","positiveCovid","positiveCovidFamily","presumptiveCovid","knowCovid","lostIncome","furloughed","lostJob","incomeLoss","mentalNervous","mentalWorrying","mentalDepressed","mentalApathy","mentalLossControl","mentalProblems","mentalGoingYourWay","mentalOverwhelmed","mentalHealthIndex","preexistCond","paidSickLeave","insured","household65","age","senior","ageGroups","workFromHomeDays","covidCaseEstimate","covidFatalityEstimate","pastWeekCasesEstimatePC","pastWeekDeathsEstimatePC","caseEstimateError","maskFreqCommunity","socialGatherFreqCommunity","moralObl","sra","trustPoliticians","trustMedia","trustMilitary","trustMedScientists","trustScientists","trustReligiousLeaders","trustSchoolLeaders","trustBusinessLeaders","trustDoctors","trust","scientistsStrongRoleInPolicy","publicOpinionGuideSciencePolicy","scienceExpertsBetterScientificIssues","vaccinesHarmful","vaccinesBenefits","vaccinesDeath","vaccinesEffective","vaccinesCovid","antiVaxIndex","riskAversion","NEP","male","female","othergender","education","bachelorsDegree","income","job","white","nativeAmericanAlaskan","asianIndian","black","chamarro","chinese","filipino","japanese","korean","nativeHawaiian","samoan","vietnamese","otherRace","asian","pacificIslander","latino","republican","democrat","democraticSocialist","greenParty","independentUnaffiliated","libertarian","progressive","teaParty","trump","biden","householdSize","smallChildren","children"
"1","R_28Yb8c29DL5Mi0P",2,0,6,3,1,3,1,2.69295958279009,2,3,4,4,4,2,2.96139834664425,1,2,3,2,2.53846153846154,-1.14643290244454,0,1,1,1,1,1,1,1,1,0,0,1,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:48:19","1",FALSE,12.1833333333333,"A3RJK6ZDXHN0IG","W","95621",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,5.863,"Pacific",5,2.5,4,3,1,"Same as",2,1,2,1,2.99821109123435,3,2.78533094812165,4,2,1,1,4,3,2.00720720720721,2,3,4,2,1,3,4,3,2,-0.348047314752403,50,30,-0.0266012558152032,-1.34689062024276,4.71701321929798,4.10019517842097,2.76738792633104,1.51905218287192,3.60545558651113,-2.20629499561922,4.58748530580447,6.70353961740434,5.10739417696403,1.50024137736222,0.613277460079991,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,3,5,0.885645411421478,1,0,0.666666666666667,0.333333333333333,0.75,-0.5,-0.25,0,0.573456728148066,1,1,1,1,28,0,"20s",4,500,240,1.26543120593341e-05,6.07406978848039e-06,0.548450538963601,60,1.30217826898173,-0.200173863726332,0.547457240845652,0.560627131681717,0.508735353493602,-1.97348921429581,0.998230242540445,-0.33321352867229,-0.40999566410848,0.289471242409074,-0.465211589300802,-2.83291859119671,-0.707605227117521,1,0,"Usually BETTER at making good policy decisions about scientific issues than other people",2,4,4,2,0.0317710270795524,0.762198385272824,-0.839754318824668,-0.726508308562262,0,1,0,0.461302062116783,0,87.5,"Scientific or Technical Services",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0
"2","R_1r23UTylPpiT2aX",3,0,5,4,3,2,2,3,3,4,2,3,4,4,3,3,3,4,0,3.13333333333333,-0.20186969043105,0.259088108441158,1,0.297379646556977,0,0.522121212121212,0,0,0.295728038507822,1,0.370710784313726,0,0.272506082725061,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:48:24","1",FALSE,9.4,"W1986","W","90045",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,3.681,"Pacific",5,7,3,4,4,"Same as",2,3,3,3,2.99821109123435,1,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,-0.267728105287849,36,37,-0.0266012558152032,0.485226476668857,4.71701321929798,0.185887365257645,-1.74607959459902,-0.96789634187883,3.60545558651113,-0.198654881591529,-1.90720856719812,-1.55515386912394,0.253335726334889,0.533439456376543,0.613277460079991,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,3,5,0.885645411421478,0.333333333333333,0.666666666666667,1,0.666666666666667,0.75,-0.75,-0.5,0.25,0.806744087261965,1,1,1,1,34,0,"30s",4,20000,10000,0.000506172482373366,0.000253086241186683,0.547957020793287,83,0.136418675798086,0.906669853348679,0.275653160259883,1.67791936584599,1.54832498889357,0.171111781586341,-1.52644176101476,-2.87284096341785,-0.40999566410848,0.289471242409074,0.670629693667391,0.920643081712324,0.0906949371000482,1,0,"Usually BETTER at making good policy decisions about scientific issues than other people",4,4,4,4,0.748525397994258,0.762198385272824,-0.483647976105035,-0.626226691815049,1,0,0,-2.08111842355617,0,12.5,"Computer and Electronics Manufacturing",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,20,5,9
"3","R_eA5YRkWTIKSUrYt",6,1,1,3,3,4,4,2.96918335901387,3,4,3.16365341975098,2,4,2.98959373959374,3,3.13777630048197,1,3,4,3.09090909090909,-0.225452754412785,0,0,0,0,1,0,0,0,0,1,0,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:51:17","1",FALSE,14.6333333333333,"W1277","W","92111",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,5.331,"Pacific",2.5,1,4,4,4,"More than",2,3,4,2,3,2,3,2,2,2,2,2,2,1,4,2,2,2,1,1,3,3,4,-0.334128154349879,50,0,-1.18068650810555,-1.34689062024276,-1.59992485402155,-1.47081880371347,-1.74607959459902,1.51905218287192,-1.95986034042093,3.20935569213813,-1.90720856719812,-1.55515386912394,-1.78491265340388,-0.510300232344514,1.04799233212976,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-1.11557258554052,0.333333333333333,0,0,0,0.75,-0.75,-0.75,0,-0.779609954712547,0,1,1,0,34,0,"30s",5,250,2,6.32715602966707e-06,5.06172482373366e-08,0.548456866119631,95,0.136418675798086,-0.200173863726332,-0.615784404662056,-1.67395733664682,-1.57044391730634,1.24341227952741,0.998230242540445,0.936600188700491,-0.40999566410848,0.289471242409074,-0.465211589300802,0.920643081712324,0.0519901860145042,0,0,"NEITHER BETTER NOR WORSE at making good policy decisions about scientific issues than other people",2,5,2,2,-2.11849208566456,-0.68193309358244,0.584671052053867,-1.22791639229833,0,1,0,0.461302062116783,0,125,"Homemaker",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,2
"4","R_2zpiaGWac2NpV7d",0,1,0,2,3,2,4,3,4,4,3,2,3,2,4,4,3,3,0,3.06666666666667,-0.289820433185331,0,1,0.448894798072129,1,1,1,1,0,1,0,0,1,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:51:50","1",FALSE,12.9166666666667,"W1750","W","91733",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,6.57,"Pacific",8.5,2.5,2,3,3,"Same as",4,3,3,1,1,3,3,2,3,2,3,2,2,4,3,3,3,2,3,4,4,4,2,0.464100392438819,70,50,-0.0266012558152032,-1.34689062024276,4.71701321929798,1.02998039285377,2.76738792633104,1.51905218287192,3.60545558651113,-2.20629499561922,4.58748530580447,6.70353961740434,-1.78491265340388,1.11643941968522,-0.256152284019546,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,3,5,0.885645411421478,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.75,-1,-0.5,0.5,0.433484312679727,0,1,1,0,30,0,"30s",4,14586,10235,0.000369151591394896,0.00025903376785457,0.548094041684266,71,1.30217826898173,-0.200173863726332,1.10766155418703,0.560627131681717,-0.530854281906367,0.171111781586341,-0.264105759237158,-0.33321352867229,1.54137610430656,-0.976123956960831,0.670629693667391,0.920643081712324,0.340494592408879,0,0,"Usually BETTER at making good policy decisions about scientific issues than other people",2,4,2,2,0.0317710270795524,-0.0818947362314713,-1.55196700426394,-0.525945075067835,0,1,0,0.461302062116783,0,20,"Computer and Electronics Manufacturing",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1
"5","R_3JFr5CzBW6hW6o9",2,0,6,3,3,4,3,3,2,2,3.15391316001072,4,2,4,3,3,3,4,1,3.07142857142857,-0.306604365931156,0.175754775107825,0.208791208791209,0.214046313223644,0,0.438787878787879,0,0,0.212394705174489,0,1,0,0.189172749391727,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:53:45","1",FALSE,12.45,"W1295","W","95215",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,0.245,"Pacific",2.5,2.5,4,3,3,"Same as",3,3,3.18149466192171,2,3,2.70178571428571,2.78533094812165,3,2,2,2.2846975088968,2.72271914132379,3,4,1,1.99467140319716,1,3,4,2.17857142857143,2,3,2,0.00737851794289829,82,90,1.12748399647514,-0.104057322040529,-0.281003717833954,-0.278363799920225,-1.74607959459902,-1.40157474663879,-1.95986034042093,3.20935569213813,-1.90720856719812,-1.55515386912394,-0.321023176195771,-0.200660046326512,0.613277460079991,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,3,5,0.885645411421478,1,0.333333333333333,0,0.666666666666667,0.75,-0.25,-0.75,0.75,0.853401559084745,1,1,1,1,28,0,"20s",5,6000,2500,0.00015185174471201,6.32715602966707e-05,0.548311341530949,70,2.46793786216537,-0.200173863726332,0.739468366865801,-1.67395733664682,-0.530854281906367,1.24341227952741,0.998230242540445,-1.60302724604507,1.54137610430656,1.55506644177898,-1.601052872269,-1.5817313668937,-0.319688299905386,0,0,"Usually WORSE at making good policy decisions about scientific issues than other people",4,2,5,4,-2.11849208566456,2.38432166072691,-0.839754318824668,-1.42847962579276,1,0,0,0.461302062116783,0,62.5,"Self-employed",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,22,6,11
"6","R_2pSsMMBmgTEynmw",6,1,1,4,2.95131138392857,4,3,3,4,4,4,3,4,3,4,4,3,4,1,3.64285714285714,0.741407545580323,0,0,0,1,1,0,0,0,0,0,0.346850589995014,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:54:41","1",FALSE,19.35,"W1312","W","92220",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,0.255,"Pacific",2.5,2.5,4,4,4,"Same as",2,4,4,2,4,4,4,2,2,4,2,4,2,2,3,2,2,2,1,2,2,4,3,0.397581346873095,20,2,-2.3347717603959,-1.34689062024276,-1.59992485402155,-1.47081880371347,2.76738792633104,1.51905218287192,-1.95986034042093,-2.20629499561922,-1.90720856719812,-1.55515386912394,-1.78491265340388,-0.843443973294616,1.04799233212976,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.11557258554052,0,0,0,0,0,-1,-0.75,0,-1.52612950387702,0,1,1,0,49,0,"40s",5,8000,350,0.000202468992949346,8.8580184415339e-06,0.548260724282711,80,-1.02934091738555,-0.200173863726332,-0.25920937869328,0.560627131681717,-0.530854281906367,1.24341227952741,-0.264105759237158,-0.33321352867229,-0.40999566410848,-0.976123956960831,-0.465211589300802,-0.330544142590689,-0.291341929819693,0,0,"NEITHER BETTER NOR WORSE at making good policy decisions about scientific issues than other people",2,4,1,2,-1.40173771474986,-0.503941296983619,0.584671052053867,-0.0245369913317651,1,0,0,0.461302062116783,0,125,"Scientific or Technical Services",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
"7","R_2TSIbkRbONTuWLh",3,0,6,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,0,1.73333333333333,-2.83730232888472,1,1,0,1,0,0,0,0,0,1,1,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:56:15","1",FALSE,14.1166666666667,"W1516","W","95670",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,4.22,"Pacific",1,7,3,4,4,"Same as",2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,-1.33191383783575,85,90,-0.0266012558152032,5.72451496426987,4.71701321929798,-1.47081880371347,2.76738792633104,-3.68508867424759,-1.95986034042093,3.20935569213813,-1.90720856719812,-1.55515386912394,-1.78491265340388,0.506851968645974,0.613277460079991,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,4,6,1.28588901081388,0.333333333333333,1,1,0.666666666666667,1,-1,-0.75,1,1.27331880548976,0,1,1,1,30,0,"30s",3,30000,20000,0.000759258723560049,0.000506172482373366,0.547703934552101,80,2.46793786216537,-0.200173863726332,1.70195326413499,0.560627131681717,1.54832498889357,0.171111781586341,-0.264105759237158,0.936600188700491,0.565690220099042,0.289471242409074,1.80647097663558,-0.330544142590689,1.02213684131151,0,0,"Usually WORSE at making good policy decisions about scientific issues than other people",4,5,5,4,0.748525397994258,0.584206588674003,-0.483647976105035,-0.425663458320621,1,0,0,0.461302062116783,0,87.5,"Finance and Insurance",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,2
"8","R_1P5gOlQzwkWgLPq",6,0,3,3.44356100104275,4,3,3,4,3,4,4,4,4,3,4,3,4,3,1,3.57142857142857,0.598110917273542,0.306707156060206,0.33974358974359,0.344998694176025,0,1,1,0,0.343347086126869,0.39010989010989,0,1,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 11:56:45","1",FALSE,19.0833333333333,"W1670","W","94112",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,23.606,"Pacific",2.5,2.5,4,2,1,"Same as",3,2,3,3,2,3,2.78533094812165,1,3,3,2,3,2,3,2,1,4,3,3,4,3,2,3,0.250263675298197,24,1,-0.0266012558152032,0.821960075931363,0.546214363195984,0.451173745359285,-1.74607959459902,1.51905218287192,0.211224444261355,-2.20629499561922,4.58748530580447,-1.55515386912394,0.581540813495265,0.20142837400986,0.178562588030222,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,2,0,0,-0.315085386755718,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.5,-0.25,-0.5,0.5,0.713429143616406,0,1,0,0,28,0,"20s",2,850000,17000,0.021512330500868,0.000430246610017361,0.526950862774793,76,0.136418675798086,-0.200173863726332,-0.304651528808752,-0.556665102482553,-0.530854281906367,0.171111781586341,-0.264105759237158,-2.87284096341785,-0.40999566410848,1.55506644177898,-0.465211589300802,-0.330544142590689,-0.716557195409949,1,0,"NEITHER BETTER NOR WORSE at making good policy decisions about scientific issues than other people",4,4,2,4,0.748525397994258,-0.0818947362314713,0.584671052053867,-0.525945075067835,1,0,0,1.3087755573411,0,87.5,"Information Services and Data Processing",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0
"9","R_31iLYaKz3DKSs8S",2,0,6,3,3,2,2,2,3,3,2,2,2,2,3,3,2,3,0,2.46666666666667,-1.44657755041038,0,0,0,1,1,1,1,1,0,1,1,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 12:00:43","1",FALSE,10.15,"MW1496","W","90201",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,17.06,"Pacific",1,1,4,4,4,"Same as",1,3,3,2,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,-0.201090063218429,51,68,-0.0266012558152032,-1.34689062024276,-1.59992485402155,-1.47081880371347,2.76738792633104,1.51905218287192,-1.95986034042093,3.20935569213813,4.58748530580447,6.70353961740434,5.10739417696403,0.926768125687912,1.04799233212976,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,2,4,6,1.28588901081388,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.25,-0.5,-0.75,0.5,0.106882009920269,0,1,1,0,25,0,"20s",3,700,600,1.77160368830678e-05,1.5185174471201e-05,0.548445477238778,73,0.136418675798086,-0.200173863726332,0.751086528218251,0.560627131681717,1.54832498889357,0.171111781586341,-0.264105759237158,0.936600188700491,1.54137610430656,-0.976123956960831,0.670629693667391,-0.330544142590689,0.746321232239692,0,0,"Usually BETTER at making good policy decisions about scientific issues than other people",4,4,5,4,0.748525397994258,1.18424494602497,-0.839754318824668,-0.525945075067835,1,0,0,0.461302062116783,0,42.5,"Computer and Electronics Manufacturing",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0
"10","R_28YgXnMFozSjSQh",0,1,0,2,3,3,3,4,4,4,2,3,3,3,2,4,3,3,0,3.06666666666667,-0.30331357425181,1,1,1,1,0,0,0,1,1,1,0.574123317267741,0,"CA",0.343207236252849,27.37,0,2020-10-21,"2020-10-21 12:00:45","1",FALSE,22.5833333333333,"W1846","W","92113",0,2020-10-21,21671,411,39512223,0.548463193275661,0.0104018445127727,10.64,"Pacific",1,1,4,4,3,"More than",2,2,2,3,2,2,2,2,3,1,3,3,2,2,3,3,2,3,2,3,2,2,3,-0.267609108784154,60,59,-0.0266012558152032,5.72451496426987,4.71701321929798,4.10019517842097,2.76738792633104,-3.68508867424759,3.60545558651113,3.20935569213813,-1.90720856719812,-1.55515386912394,5.10739417696403,1.21273181921093,1.04799233212976,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,3,5,0.885645411421478,0.333333333333333,0,0.333333333333333,0,0.25,0,-0.25,0.5,0.106882009920269,1,1,1,1,38,0,"30s",5,10000,1e+05,0.000253086241186683,0.00253086241186683,0.548210107034474,47,1.30217826898173,-0.200173863726332,-0.199780207698484,0.560627131681717,1.54832498889357,0.171111781586341,-0.264105759237158,0.936600188700491,0.565690220099042,1.55506644177898,0.670629693667391,0.920643081712324,1.28928393023101,1,0,"Usually BETTER at making good policy decisions about scientific issues than other people",4,4,5,4,0.748525397994258,1.18424494602497,-1.55196700426394,-0.525945075067835,1,0,0,0.461302062116783,0,30,"Agriculture, Forestry, Fishing and Hunting",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1
